year,quarter,programme,programme_label,region,region_label,projet,projet_label,ligne,ligne_label,type_ligne,lf_mdh,taux,line_id,budget_type,lf_ratio,lf_share
2024,3,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.3532,P301-R01-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2024,4,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.8318,P301-R01-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2025,1,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0035,P301-R01-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,2,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0299,P301-R01-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,3,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.3366,P301-R01-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,4,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.8866,P301-R01-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2020,1,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.0,P301-R01-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,2,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.2356,P301-R01-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,3,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.3377,P301-R01-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,4,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.7161,P301-R01-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2021,1,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.0125,P301-R01-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,2,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.1394,P301-R01-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,3,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.2728,P301-R01-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,4,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.6566,P301-R01-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2022,1,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.0443,P301-R01-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,2,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.4418,P301-R01-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,3,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.7533,P301-R01-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,4,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,1.0473,P301-R01-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2023,1,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.0322,P301-R01-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,2,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.2444,P301-R01-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,3,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.295,P301-R01-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,4,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.7762,P301-R01-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2024,1,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0115,P301-R01-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,2,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0984,P301-R01-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,3,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.6844,P301-R01-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,4,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.9573,P301-R01-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2025,1,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0138,P301-R01-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,2,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.1307,P301-R01-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,3,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.7359,P301-R01-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,4,301,Performance Admin. Judiciaire,01,TANGER-TÉTOUAN-AL HOCEÏMA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,1.1926,P301-R01-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2020,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.0,P301-R02-Pj10-L10,INVESTISSEMENT,0.9168,0.0018
2020,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.1005,P301-R02-Pj10-L10,INVESTISSEMENT,0.9168,0.0018
2020,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.2221,P301-R02-Pj10-L10,INVESTISSEMENT,0.9168,0.0018
2020,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.7469,P301-R02-Pj10-L10,INVESTISSEMENT,0.9168,0.0018
2021,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0024,P301-R02-Pj10-L10,INVESTISSEMENT,0.6794,0.0018
2021,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0528,P301-R02-Pj10-L10,INVESTISSEMENT,0.6794,0.0018
2021,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.1603,P301-R02-Pj10-L10,INVESTISSEMENT,0.6794,0.0018
2021,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.7015,P301-R02-Pj10-L10,INVESTISSEMENT,0.6794,0.0018
2022,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.014,P301-R02-Pj10-L10,INVESTISSEMENT,0.6731,0.0018
2022,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.2308,P301-R02-Pj10-L10,INVESTISSEMENT,0.6731,0.0018
2022,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.3561,P301-R02-Pj10-L10,INVESTISSEMENT,0.6731,0.0018
2022,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.9175,P301-R02-Pj10-L10,INVESTISSEMENT,0.6731,0.0018
2023,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0115,P301-R02-Pj10-L10,INVESTISSEMENT,0.7816,0.0018
2023,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0845,P301-R02-Pj10-L10,INVESTISSEMENT,0.7816,0.0018
2023,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.1409,P301-R02-Pj10-L10,INVESTISSEMENT,0.7816,0.0018
2023,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.6341,P301-R02-Pj10-L10,INVESTISSEMENT,0.7816,0.0018
2024,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.003,P301-R02-Pj10-L10,INVESTISSEMENT,1.5235,0.0018
2024,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.0472,P301-R02-Pj10-L10,INVESTISSEMENT,1.5235,0.0018
2024,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.4292,P301-R02-Pj10-L10,INVESTISSEMENT,1.5235,0.0018
2024,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,1.0773,P301-R02-Pj10-L10,INVESTISSEMENT,1.5235,0.0018
2025,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.0017,P301-R02-Pj10-L10,INVESTISSEMENT,1.4256,0.0018
2025,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.0298,P301-R02-Pj10-L10,INVESTISSEMENT,1.4256,0.0018
2025,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.5023,P301-R02-Pj10-L10,INVESTISSEMENT,1.4256,0.0018
2025,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.9138,P301-R02-Pj10-L10,INVESTISSEMENT,1.4256,0.0018
2020,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.0,P301-R02-Pj10-L20,INVESTISSEMENT,0.9168,0.0009
2020,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.1236,P301-R02-Pj10-L20,INVESTISSEMENT,0.9168,0.0009
2020,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.2132,P301-R02-Pj10-L20,INVESTISSEMENT,0.9168,0.0009
2020,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.6149,P301-R02-Pj10-L20,INVESTISSEMENT,0.9168,0.0009
2021,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.0009,P301-R02-Pj10-L20,INVESTISSEMENT,0.6799,0.0009
2021,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.0674,P301-R02-Pj10-L20,INVESTISSEMENT,0.6799,0.0009
2021,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.1664,P301-R02-Pj10-L20,INVESTISSEMENT,0.6799,0.0009
2021,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.7203,P301-R02-Pj10-L20,INVESTISSEMENT,0.6799,0.0009
2022,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.0108,P301-R02-Pj10-L20,INVESTISSEMENT,0.6726,0.0009
2022,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.1222,P301-R02-Pj10-L20,INVESTISSEMENT,0.6726,0.0009
2022,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.3015,P301-R02-Pj10-L20,INVESTISSEMENT,0.6726,0.0009
2022,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.8036,P301-R02-Pj10-L20,INVESTISSEMENT,0.6726,0.0009
2023,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.0006,P301-R02-Pj10-L20,INVESTISSEMENT,0.7815,0.0009
2023,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.108,P301-R02-Pj10-L20,INVESTISSEMENT,0.7815,0.0009
2023,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.1691,P301-R02-Pj10-L20,INVESTISSEMENT,0.7815,0.0009
2023,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.8894,P301-R02-Pj10-L20,INVESTISSEMENT,0.7815,0.0009
2024,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0016,P301-R02-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2024,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0424,P301-R02-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2024,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.4099,P301-R02-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2024,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.9633,P301-R02-Pj10-L20,INVESTISSEMENT,1.5241,0.0009
2025,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0039,P301-R02-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.045,P301-R02-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.433,P301-R02-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2025,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,1.1156,P301-R02-Pj10-L20,INVESTISSEMENT,1.4251,0.0009
2020,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.0,P301-R02-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.2387,P301-R02-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.2712,P301-R02-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2020,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.6854,P301-R02-Pj20-L10,INVESTISSEMENT,0.9171,0.0004
2021,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.0149,P301-R02-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.1665,P301-R02-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.3729,P301-R02-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2021,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.763,P301-R02-Pj20-L10,INVESTISSEMENT,0.6788,0.0004
2022,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.0534,P301-R02-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.5172,P301-R02-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.8523,P301-R02-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2022,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,1.0631,P301-R02-Pj20-L10,INVESTISSEMENT,0.6742,0.0004
2023,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.0481,P301-R02-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.2577,P301-R02-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.3239,P301-R02-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2023,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.9366,P301-R02-Pj20-L10,INVESTISSEMENT,0.7809,0.0004
2024,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0114,P301-R02-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.1002,P301-R02-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.6379,P301-R02-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2024,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.9483,P301-R02-Pj20-L10,INVESTISSEMENT,1.5233,0.0004
2025,1,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0141,P301-R02-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,2,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.1164,P301-R02-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,3,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.808,P301-R02-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2025,4,301,Performance Admin. Judiciaire,02,L'ORIENTAL,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,1.2216,P301-R02-Pj20-L10,INVESTISSEMENT,1.4257,0.0004
2020,1,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.0,P301-R03-Pj10-L10,INVESTISSEMENT,0.9168,0.0018
2020,2,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.068,P301-R03-Pj10-L10,INVESTISSEMENT,0.9168,0.0018
2020,3,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.2154,P301-R03-Pj10-L10,INVESTISSEMENT,0.9168,0.0018
2020,4,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.6626,P301-R03-Pj10-L10,INVESTISSEMENT,0.9168,0.0018
2021,1,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0023,P301-R03-Pj10-L10,INVESTISSEMENT,0.6794,0.0018
2021,2,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0796,P301-R03-Pj10-L10,INVESTISSEMENT,0.6794,0.0018
2021,3,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.2047,P301-R03-Pj10-L10,INVESTISSEMENT,0.6794,0.0018
2021,4,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.7967,P301-R03-Pj10-L10,INVESTISSEMENT,0.6794,0.0018
2022,1,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.0143,P301-R03-Pj10-L10,INVESTISSEMENT,0.6731,0.0018
2022,2,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.1523,P301-R03-Pj10-L10,INVESTISSEMENT,0.6731,0.0018
2022,3,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.3963,P301-R03-Pj10-L10,INVESTISSEMENT,0.6731,0.0018
2022,4,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.922,P301-R03-Pj10-L10,INVESTISSEMENT,0.6731,0.0018
2023,1,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0052,P301-R03-Pj10-L10,INVESTISSEMENT,0.7816,0.0018
2023,2,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0649,P301-R03-Pj10-L10,INVESTISSEMENT,0.7816,0.0018
2023,3,301,Performance Admin. Judiciaire,03,FÈS-MEKNÈS,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.2132,P301-R03-Pj10-L10,INVESTISSEMENT,0.7816,0.0018
