year,quarter,programme,programme_label,region,region_label,projet,projet_label,ligne,ligne_label,type_ligne,lf_mdh,taux,line_id,lf_ratio,lf_share
2022,1,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.0458,P301-R04-Pj20-L10,0.6742,0.0004
2022,2,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.501,P301-R04-Pj20-L10,0.6742,0.0004
2022,3,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.7214,P301-R04-Pj20-L10,0.6742,0.0004
2022,4,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,1.0093,P301-R04-Pj20-L10,0.6742,0.0004
2023,1,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.0379,P301-R04-Pj20-L10,0.7809,0.0004
2023,2,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.168,P301-R04-Pj20-L10,0.7809,0.0004
2023,3,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.267,P301-R04-Pj20-L10,0.7809,0.0004
2023,4,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.7483,P301-R04-Pj20-L10,0.7809,0.0004
2024,1,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0122,P301-R04-Pj20-L10,1.5233,0.0004
2024,2,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0677,P301-R04-Pj20-L10,1.5233,0.0004
2024,3,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.5021,P301-R04-Pj20-L10,1.5233,0.0004
2024,4,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.7591,P301-R04-Pj20-L10,1.5233,0.0004
2025,1,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0156,P301-R04-Pj20-L10,1.4257,0.0004
2025,2,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.1468,P301-R04-Pj20-L10,1.4257,0.0004
2025,3,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.8216,P301-R04-Pj20-L10,1.4257,0.0004
2025,4,301,Performance Admin. Judiciaire,4,RABAT-SALÉ-KÉNITRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,1.1925,P301-R04-Pj20-L10,1.4257,0.0004
2020,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.0,P301-R05-Pj10-L10,0.9168,0.0018
2020,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.069,P301-R05-Pj10-L10,0.9168,0.0018
2020,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.1352,P301-R05-Pj10-L10,0.9168,0.0018
2020,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.586,P301-R05-Pj10-L10,0.9168,0.0018
2021,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0003,P301-R05-Pj10-L10,0.6794,0.0018
2021,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0728,P301-R05-Pj10-L10,0.6794,0.0018
2021,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.2024,P301-R05-Pj10-L10,0.6794,0.0018
2021,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.771,P301-R05-Pj10-L10,0.6794,0.0018
2022,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.0024,P301-R05-Pj10-L10,0.6731,0.0018
2022,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.1499,P301-R05-Pj10-L10,0.6731,0.0018
2022,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.2514,P301-R05-Pj10-L10,0.6731,0.0018
2022,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.7973,P301-R05-Pj10-L10,0.6731,0.0018
2023,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0034,P301-R05-Pj10-L10,0.7816,0.0018
2023,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0813,P301-R05-Pj10-L10,0.7816,0.0018
2023,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.1385,P301-R05-Pj10-L10,0.7816,0.0018
2023,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.7213,P301-R05-Pj10-L10,0.7816,0.0018
2024,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.0037,P301-R05-Pj10-L10,1.5235,0.0018
2024,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.0373,P301-R05-Pj10-L10,1.5235,0.0018
2024,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.2691,P301-R05-Pj10-L10,1.5235,0.0018
2024,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.9005,P301-R05-Pj10-L10,1.5235,0.0018
2025,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.002,P301-R05-Pj10-L10,1.4256,0.0018
2025,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.025,P301-R05-Pj10-L10,1.4256,0.0018
2025,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.4253,P301-R05-Pj10-L10,1.4256,0.0018
2025,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,1.0782,P301-R05-Pj10-L10,1.4256,0.0018
2020,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.0,P301-R05-Pj10-L20,0.9168,0.0009
2020,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.0595,P301-R05-Pj10-L20,0.9168,0.0009
2020,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.1531,P301-R05-Pj10-L20,0.9168,0.0009
2020,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.6387,P301-R05-Pj10-L20,0.9168,0.0009
2021,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.0034,P301-R05-Pj10-L20,0.6799,0.0009
2021,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.052,P301-R05-Pj10-L20,0.6799,0.0009
2021,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.2136,P301-R05-Pj10-L20,0.6799,0.0009
2021,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.8006,P301-R05-Pj10-L20,0.6799,0.0009
2022,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.0065,P301-R05-Pj10-L20,0.6726,0.0009
2022,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.2064,P301-R05-Pj10-L20,0.6726,0.0009
2022,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.3895,P301-R05-Pj10-L20,0.6726,0.0009
2022,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.9493,P301-R05-Pj10-L20,0.6726,0.0009
2023,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.0051,P301-R05-Pj10-L20,0.7815,0.0009
2023,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.0765,P301-R05-Pj10-L20,0.7815,0.0009
2023,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.1453,P301-R05-Pj10-L20,0.7815,0.0009
2023,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.861,0.7186,P301-R05-Pj10-L20,0.7815,0.0009
2024,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0032,P301-R05-Pj10-L20,1.5241,0.0009
2024,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.0266,P301-R05-Pj10-L20,1.5241,0.0009
2024,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.2912,P301-R05-Pj10-L20,1.5241,0.0009
2024,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.679,0.8599,P301-R05-Pj10-L20,1.5241,0.0009
2025,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0009,P301-R05-Pj10-L20,1.4251,0.0009
2025,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.0396,P301-R05-Pj10-L20,1.4251,0.0009
2025,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.2479,P301-R05-Pj10-L20,1.4251,0.0009
2025,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.57,0.8635,P301-R05-Pj10-L20,1.4251,0.0009
2020,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.0,P301-R05-Pj20-L10,0.9171,0.0004
2020,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.2744,P301-R05-Pj20-L10,0.9171,0.0004
2020,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.3778,P301-R05-Pj20-L10,0.9171,0.0004
2020,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.404,0.8377,P301-R05-Pj20-L10,0.9171,0.0004
2021,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.0158,P301-R05-Pj20-L10,0.6788,0.0004
2021,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.2027,P301-R05-Pj20-L10,0.6788,0.0004
2021,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.3476,P301-R05-Pj20-L10,0.6788,0.0004
2021,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.299,0.8896,P301-R05-Pj20-L10,0.6788,0.0004
2022,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.0411,P301-R05-Pj20-L10,0.6742,0.0004
2022,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.4325,P301-R05-Pj20-L10,0.6742,0.0004
2022,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.4888,P301-R05-Pj20-L10,0.6742,0.0004
2022,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.297,0.6938,P301-R05-Pj20-L10,0.6742,0.0004
2023,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.0377,P301-R05-Pj20-L10,0.7809,0.0004
2023,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.2491,P301-R05-Pj20-L10,0.7809,0.0004
2023,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.286,P301-R05-Pj20-L10,0.7809,0.0004
2023,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.344,0.9026,P301-R05-Pj20-L10,0.7809,0.0004
2024,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.011,P301-R05-Pj20-L10,1.5233,0.0004
2024,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.0905,P301-R05-Pj20-L10,1.5233,0.0004
2024,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.5258,P301-R05-Pj20-L10,1.5233,0.0004
2024,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.671,0.8549,P301-R05-Pj20-L10,1.5233,0.0004
2025,1,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.0143,P301-R05-Pj20-L10,1.4257,0.0004
2025,2,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.1372,P301-R05-Pj20-L10,1.4257,0.0004
2025,3,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,0.7626,P301-R05-Pj20-L10,1.4257,0.0004
2025,4,301,Performance Admin. Judiciaire,5,BÉNI MELLAL-KHÉNIFRA,20,Équipements des juridictions locales,10,Équipements des juridictions régionales,equipements,0.628,1.1602,P301-R05-Pj20-L10,1.4257,0.0004
2020,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.0,P301-R06-Pj10-L10,0.9168,0.0018
2020,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.0973,P301-R06-Pj10-L10,0.9168,0.0018
2020,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.2148,P301-R06-Pj10-L10,0.9168,0.0018
2020,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.919,0.5972,P301-R06-Pj10-L10,0.9168,0.0018
2021,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0022,P301-R06-Pj10-L10,0.6794,0.0018
2021,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.0609,P301-R06-Pj10-L10,0.6794,0.0018
2021,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.1641,P301-R06-Pj10-L10,0.6794,0.0018
2021,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.422,0.6797,P301-R06-Pj10-L10,0.6794,0.0018
2022,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.0111,P301-R06-Pj10-L10,0.6731,0.0018
2022,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.0924,P301-R06-Pj10-L10,0.6731,0.0018
2022,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,0.4491,P301-R06-Pj10-L10,0.6731,0.0018
2022,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.409,1.0359,P301-R06-Pj10-L10,0.6731,0.0018
2023,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.003,P301-R06-Pj10-L10,0.7816,0.0018
2023,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.0708,P301-R06-Pj10-L10,0.7816,0.0018
2023,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.1339,P301-R06-Pj10-L10,0.7816,0.0018
2023,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,1.636,0.684,P301-R06-Pj10-L10,0.7816,0.0018
2024,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.0007,P301-R06-Pj10-L10,1.5235,0.0018
2024,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.0294,P301-R06-Pj10-L10,1.5235,0.0018
2024,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.37,P301-R06-Pj10-L10,1.5235,0.0018
2024,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,3.189,0.9602,P301-R06-Pj10-L10,1.5235,0.0018
2025,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.004,P301-R06-Pj10-L10,1.4256,0.0018
2025,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.0424,P301-R06-Pj10-L10,1.4256,0.0018
2025,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,0.5256,P301-R06-Pj10-L10,1.4256,0.0018
2025,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,10,Construction et équipement des juridictions rég.,travaux,2.984,1.0816,P301-R06-Pj10-L10,1.4256,0.0018
2020,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.0,P301-R06-Pj10-L20,0.9168,0.0009
2020,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.0545,P301-R06-Pj10-L20,0.9168,0.0009
2020,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.2256,P301-R06-Pj10-L20,0.9168,0.0009
2020,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,1.01,0.7446,P301-R06-Pj10-L20,0.9168,0.0009
2021,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.0037,P301-R06-Pj10-L20,0.6799,0.0009
2021,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.0469,P301-R06-Pj10-L20,0.6799,0.0009
2021,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.21,P301-R06-Pj10-L20,0.6799,0.0009
2021,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.749,0.8967,P301-R06-Pj10-L20,0.6799,0.0009
2022,1,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.0088,P301-R06-Pj10-L20,0.6726,0.0009
2022,2,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.1489,P301-R06-Pj10-L20,0.6726,0.0009
2022,3,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.4854,P301-R06-Pj10-L20,0.6726,0.0009
2022,4,301,Performance Admin. Judiciaire,6,CASABLANCA-SETTAT,10,Construction et réhabilitation des juridictions,20,Réhabilitation des juridictions régionales,travaux,0.741,0.9869,P301-R06-Pj10-L20,0.6726,0.0009
